id_nombre,nombre,direccion,id_ciudad,ciudad,codigo_postal,latitud,longitud,puntuacion_yelp,categories,puntuacion_usuarios,anio,analisis_sentimientos
0018,Mr. Dunderbak's,14929 Bruce B Downs Blvd,RGTW,Tampa,33664,28.083089,-82.411907,4.5,"Beer, Wine & Spirits, Food, Pubs, German, American (Traditional), Restaurants, Bars, Nightlife",4.5,2022,1.0
002e,Al-Sham Palace,19651 Bruce B Downs Blvd,RGTW,Tampa,33664,28.153027,-82.352353,4.5,"Restaurants, Chicken Wings, Mediterranean, Desserts, Sandwiches, Food",3.7,2022,1.0
003c,Glory Days Grill,10248 Big Bend Rd,TC12,Riverview,33579,28.0318624951,-82.410355677775,3.9,"Bars, Restaurants, Nightlife, Chicken Wings, American (Traditional), Sports Bars",3.0,2022,1.0
0040,Beef 'O' Brady's,13326 Lincoln Rd,TC12,Riverview,33579,28.07841553333333,-82.52285876666666,2.8,"American (New), Restaurants, Nightlife, Sports Bars, American (Traditional), Bars, Beer, Wine & Spirits, Food, Pubs",2.3,2022,0.5
0057,Yamato Japanese Steakhouse & Sushi Bar,"28347 Paseo Dr, Ste 150",CQ72,Wesley Chapel,33545,28.1885468235,-82.3468945497,3.0,"Steakhouses, Japanese, Sushi Bars, Restaurants",5.0,2022,1.0
00b9,Mamas Kitchen,5885 Seminole Blvd,8ZKX,Seminole,33777,27.9448813,-82.553094725,4.4,"American (Traditional), Restaurants, American (New), Breakfast & Brunch",4.0,2022,1.0
00d3,Planet Grilled Cheese - Citrus Park Mall -,"8021 Citrus Park, Ste FC7",RGTW,Tampa,33664,28.069843,-82.576537,3.5,"Fast Food, Restaurants, Sandwiches, American (Traditional)",1.0,2022,0.5
00fc,Salty's Island Bar & Grille,437 S Gulfview Blvd,EXHF,Clearwater Beach,33767,27.969764000000005,-82.829336,4.0,"Mexican, American (New), Seafood, Bars, Sandwiches, Restaurants, Nightlife",4.2,2022,1.0
0124,Chopstick Express,3946 4th St N,9EV3,San Petersburgo,33730,27.8082326777,-82.638924,4.0,"Restaurants, Japanese, Chinese, Soup",3.0,2022,0.5
017e,Portillo's - Tampa,2102 E Fowler Ave,RGTW,Tampa,33664,28.0551354184,-82.4384075403,4.0,"Hot Dogs, Salad, Burgers, American (Traditional), Restaurants",4.3,2022,0.5
0198,Chicago’s Best Burgers,19255 N Dale Mabry Hwy,1GQ7,Lutz,33559,28.1572800379,-82.4808476165,3.0,"Restaurants, Burgers",4.0,2022,1.0
01b4,Leaven Brewing,11238 Boyette Rd,TC12,Riverview,33579,27.8546081786,-82.3164156822,4.5,"Pretzels, Brewpubs, Sandwiches, Restaurants, Food, Breweries",5.0,2022,1.0
01fc,Lorna's One Stop Jerk Center Restaurant,2108 N Howard Ave,RGTW,Tampa,33664,27.9603339,-82.483016,4.0,"Restaurants, Caribbean, Chinese",5.0,2022,1.0
0222,VIP Mexican American Cuisine,213 Gulf Blvd,SOWC,Indian Rocks Beach,33785,27.8798369588,-82.8502049127,3.5,"Tex-Mex, New Mexican Cuisine, Cocktail Bars, Restaurants, Mexican, Southern, Bars, Nightlife, American (New), Pubs",2.5,2022,1.0
022d,Bazille,2223 N Westshore Blvd,RGTW,Tampa,33664,27.9638334,-82.5224436,4.5,"Cafes, Bars, American (New), Restaurants, Cocktail Bars, Nightlife, Lounges, Comfort Food",5.0,2022,1.0
0239,Sioux City Steakhouse,8515 Little Rd,3IHW,New Port Richey,34655,28.281002,-82.677738,3.0,"American (Traditional), Nightlife, Steakhouses, Caterers, Event Planning & Services, Bars, Restaurants",2.5,2022,1.0
023f,Mana Mana Middle Eastern Restaurant,530 Park St,MCCU,Clearwater,33769,27.9649007701,-82.7988444641,4.5,"Kosher, Restaurants, Middle Eastern, Mediterranean",5.0,2022,1.0
0254,Clean Juice Wiregrass,"28211 Paseo Dr, Ste 170",CQ72,Wesley Chapel,33545,28.1890779,-82.3496817,4.0,"Food, Wraps, Restaurants, Acai Bowls, Juice Bars & Smoothies",5.0,2022,1.0
0261,Tsunami Japanese Steakhouse,2176 Tyrone Blvd N,9EV3,San Petersburgo,33730,27.7899621,-82.7262212,3.0,"Steakhouses, Restaurants, Sushi Bars, Japanese",5.0,2022,1.0
02bb,Little Greek,243 Apollo Beach Blvd,20PF,Apollo Beach,33572,27.7711058,-82.3935793,3.5,"Restaurants, Greek, Mediterranean, Fast Food",1.0,2022,0.5
0318,Palm Thai,17022 Palm Pointe Dr,RGTW,Tampa,33664,28.1184025,-82.3816714,4.5,"Thai, Restaurants",5.0,2022,1.0
034a,New York New York Pizza,1512 E 7th Ave,RGTW,Tampa,33664,27.960492,-82.4424982,4.0,"Sandwiches, Burgers, Pizza, Restaurants",4.0,2022,1.0
037c,Jungle Prada Tavern,1700 Park St N,9EV3,San Petersburgo,33730,27.7886629071,-82.7528067895,3.5,"Salad, Bars, Pubs, Food, Restaurants, Pizza, Nightlife",5.0,2022,1.0
037e,Fishhawk Pizza,15260 Fishhawk Blvd,BONO,Lithia,33547,27.853062982,-82.2298919999,3.5,"Pizza, Restaurants, Food, American (New)",4.5,2022,1.0
0394,Caribbean Twist,3328 W Columbus Dr,RGTW,Tampa,33664,27.9664178,-82.499238,4.5,"Sandwiches, Restaurants, Spanish, Salad, Breakfast & Brunch, Cuban, Caribbean",4.5,2022,1.0
0397,Brooklyn Pizza,10785 Park Blvd,8ZKX,Seminole,33777,27.841115,-82.788518,4.0,"American (Traditional), Restaurants, Pizza",5.0,2022,1.0
03e5,Oronzo Italian,18027 Highwoods Preserve Pkwy,RGTW,Tampa,33664,28.1302388,-82.3677341,4.5,"Salad, Soup, Italian, Restaurants, Pizza",1.0,2022,1.0
03fe,Flying With Jerome,1469 S Belcher Rd,MCCU,Clearwater,33769,27.9432116,-82.7453974,4.5,"Restaurants, Food, French, Cafes, Bakeries, Breakfast & Brunch, Patisserie/Cake Shop",5.0,2022,1.0
0479,Big Apple Bagels,"23908 State Road 54, Unit 1",1GQ7,Lutz,33559,28.1853072,-82.4214836,4.0,"Bagels, Food, Sandwiches, Breakfast & Brunch, Restaurants, Coffee & Tea",5.0,2022,1.0
04cf,Gangchu,6618 N Nebraska Ave,RGTW,Tampa,33664,28.0076371,-82.4516225,4.0,"Bars, Chicken Wings, Cocktail Bars, Nightlife, Restaurants, Asian Fusion, Korean",4.3,2022,1.0
04e2,Chicago Paulies,1301 N Howard Ave,RGTW,Tampa,33664,27.9544937516,-82.4828329682,5.0,"Hot Dogs, Vegetarian, Burgers, Restaurants, Food Stands, Sandwiches",5.0,2022,1.0
04eb,Token Ramen & Kung Fu Tea,"2000 Piazza Ave, Ste150",CQ72,Wesley Chapel,33545,28.05671848136667,-82.39605430893333,4.0,"Restaurants, Asian Fusion, Food, Bubble Tea, Ramen, Japanese",3.5,2022,1.0
04ee,Tostones,6822 W Waters Ave,RGTW,Tampa,33664,28.011699933333336,-82.56006989999999,4.2,"Pop-Up Restaurants, Mexican, Food Trucks, Empanadas, Event Planning & Services, Caterers, Food, Caribbean, Restaurants",2.3,2022,0.5
04f9,Tarpon Tavern,21 N Safford Ave,3IGC,Tarpon Springs,34689,28.146786,-82.754822,4.0,"Nightlife, Gastropubs, American (Traditional), Pubs, Burgers, Food, Bars, Restaurants, Beer, Wine & Spirits",3.3,2022,1.0
0507,YUPPI,1821 E 7th Ave,RGTW,Tampa,33664,27.9600843,-82.4384412,4.5,"American (New), Restaurants, Seafood, Soul Food, Chicken Wings, Southern",5.0,2022,1.0
0520,Chief's Creole Cafe,901 22nd St S,9EV3,San Petersburgo,33730,27.7610061,-82.6631098,4.5,"Cajun/Creole, Caterers, Event Planning & Services, Restaurants, Seafood, Comfort Food, Barbeque",5.0,2022,1.0
0538,Smashburger,"10801 Starkey Rd, Ste 4",LIFE,Largo,33778,27.8697218104,-82.7606343644,3.0,"Burgers, Restaurants",3.0,2022,1.0
0543,Tacos Las Californias,7007 N Armenia Ave,RGTW,Tampa,33664,27.993420125,-82.5346107125,4.5,"Restaurants, Tacos, Food, Mexican, Food Trucks",4.2,2022,1.0
0545,Little Habana Cafe,13350 Lincoln Rd,TC12,Riverview,33579,27.7901328,-82.342751,4.0,"Cuban, Seafood, Restaurants, Latin American",5.0,2022,1.0
