id_nombre,nombre,analisis_sentimientos,latitud,longitud,categories,puntuacion_usuarios,direccion,id_ciudad,ciudad,codigo_postal,estado,anio
824a,3 Sisters Ice Cream Palace,1.0,28.9773311,-81.2315098,"Ice cream shop, Restaurant",4.5,101 E Ohio Ave # A,I53C,Lake Helen,32744.0,Florida,2024
1b78,5 o'Clock Somewhere Bar and Grill,1.0,26.0192874,-80.1172881,"Bar & grill, Restaurant, Seafood restaurant, Water sports equipment rental service",4.2,1112 N Ocean Dr,D3WC,Hollywood,33019.0,Florida,2024
8bfa,536 TANDOOR INDIAN CUISINE,1.0,26.027532,-80.24939,"Indian restaurant, Restaurant",4.1,2100 N University Dr,L1E9,Pembroke Pines,33024.0,Florida,2024
a7d8,83 West & 29 North at 83 West,1.0,29.1352981,-83.0298431,"Floridian restaurant, Cocktail bar, Restaurant",4.2,310 Dock St,HIQ0,Cedar Key,32625.0,Florida,2024
c372,A1A Burrito Works,1.0,29.8454113,-81.2676707,"Taco restaurant, Mexican restaurant, Restaurant",4.7,671 A1A Beach Blvd,EQY1,St. Augustine,32080.0,Florida,2024
80dd,AJ's Grayton Beach,1.0,30.335939,-86.1670955,"Seafood restaurant, Bar, Brunch restaurant, Live music venue, Restaurant, Sushi restaurant",4.0,63 Defuniak St,A03X,Santa Rosa Beach,32459.0,Florida,2024
29ed,AROMI,1.0,25.8592903,-80.1199609,"Restaurant, Bar, Breakfast restaurant, Brunch restaurant, Gluten-free restaurant, Health food restaurant, Italian restaurant, Lounge, Pan-Latin restaurant, Wedding venue",4.2,7330 Ocean Terrace,2ZVA,Miami Beach,33141.0,Florida,2024
9d9c,Aapna Parivaar,1.0,28.4708683,-81.4511159,"Indian restaurant, Asian fusion restaurant, Biryani restaurant, Halal restaurant, Middle Eastern restaurant, Pakistani restaurant, Punjabi restaurant, Restaurant, Vegan restaurant, Vegetarian restaurant",4.3,5135 International Dr #6,O990,Orlando,32819.0,Florida,2024
0440,Abbalé Telavivian Kitchen,1.0,25.7688647,-80.1366033,Restaurant,4.4,864 Commerce St,2ZVA,Miami Beach,33139.0,Florida,2024
2dc7,Ace Cafe Orlando,1.0,28.5469777,-81.3810638,"American restaurant, Bar, Brunch restaurant, Restaurant",4.5,100 W Livingston St,O990,Orlando,32801.0,Florida,2024
e759,Al Basha Grill,1.0,25.7882694,-80.1315917,"Restaurant, Halal restaurant, Mediterranean restaurant, Middle Eastern restaurant",4.2,1533 Washington Ave,2ZVA,Miami Beach,33139.0,Florida,2024
e6a3,Alfredo's Italian Cuisine,1.0,27.9364112,-82.2707237,"Italian restaurant, Restaurant",4.3,905 E Brandon Blvd,W2W7,Brandon,33511.0,Florida,2024
2047,Alices Gulf Coast Cuisine & Wine Bar,1.0,30.408987,-87.2338485,"Restaurant, Wine bar",4.4,1504 W Intendencia St,YOYE,Pensacola,32502.0,Florida,2024
8dcb,American Social,1.0,27.9387139,-82.454733,"Restaurant, American restaurant, Bar, Gastropub, Sports bar",4.2,601 S Harbour Island Blvd #107,RGTW,Tampa,33602.0,Florida,2024
cf11,Amore Pizzeria,1.0,27.9676424,-82.7661934,"Pizza restaurant, Brazilian restaurant, Meal delivery, Pasta shop, Pizza delivery, Pizza takeaway, Restaurant",4.7,1719 Drew St,MCCU,Clearwater,33755.0,Florida,2024
7e1c,Andalucía Tapas Bar & Restaurant,1.0,26.959573,-80.0867536,Restaurant,4.9,187 Tequesta Dr,C38Y,Jupiter,33469.0,Florida,2024
d1c0,Angelo's Seafood Restaurant,1.0,29.977065,-84.3828422,"Seafood restaurant, Bar",4.2,5 Mashes Sands Rd,RCCT,Panacea,32346.0,Florida,2024
a444,Anna Maria Oyster Bar on the Pier,1.0,27.4659139,-82.6955527,"Seafood restaurant, American restaurant, Bar",4.5,200 Bridge St,MX4F,Bradenton Beach,34217.0,Florida,2024
7702,Applebee's Grill + Bar,1.0,26.7060815,-80.1117473,"Restaurant, American restaurant, Bar & grill, Diner, Family restaurant, Hamburger restaurant, Steak house, Traditional American restaurant",3.7,1975 N Military Trl,AT0H,West Palm Beach,33409.0,Florida,2024
7702,Applebee's Grill + Bar,1.0,30.1587492,-85.5903308,"Restaurant, American restaurant, Bar & grill, Diner, Family restaurant, Hamburger restaurant, Steak house, Traditional American restaurant",3.7,600 N Tyndall Pkwy,CCCI,Callaway,32404.0,Florida,2024
7702,Applebee's Grill + Bar,1.0,30.1834275,-85.8083203,"Restaurant, American restaurant, Bar & grill, Diner, Family restaurant, Hamburger restaurant, Steak house, Traditional American restaurant",3.9,10071 Hutchison Blvd,GQ3B,Panama City Beach,32407.0,Florida,2024
95a1,Arabian Nights Restaurant & Hookah Lounge Orlando,1.0,28.4192565,-81.4651034,"Mediterranean restaurant, Restaurant",4.2,6427 Westwood Blvd,O990,Orlando,32821.0,Florida,2024
7102,Araxi Burger,1.0,25.941148,-80.1477556,"Hamburger restaurant, American restaurant, Bar & grill, Family restaurant, Hot dog restaurant, Kosher restaurant, Restaurant",4.3,17861 Biscayne Blvd,3FVK,Aventura,33160.0,Florida,2024
6a2f,Arbetter`s Hotdogs,1.0,28.3765831,-80.7403804,"Hot dog restaurant, Restaurant",4.3,816 Dixon Blvd,URV5,Cocoa,32922.0,Florida,2024
8852,Argentina Steak House,0.5,25.8103473,-80.3160084,"Steak house, Family restaurant, Restaurant",3.0,7369 NW 36th St,LO98,Miami,33166.0,Florida,2024
0734,Arooga's,1.0,28.5946453,-81.3063598,"Restaurant, Bar, Delivery service, Takeout restaurant",4.2,227 S Semoran Blvd,HRXR,Winter Park,32792.0,Florida,2024
5f05,Asados El Paisa Broward,1.0,26.1852382,-80.2511188,"Restaurant, Delivery Restaurant",4.3,4828 N University Dr,UJ5T,Lauderhill,33351.0,Florida,2024
a01b,Ashley's of Rockledge,1.0,28.333064,-80.724786,"American restaurant, Bar",4.4,1609 US-1,ZRW6,Rockledge,32955.0,Florida,2024
f504,Athena NY Diner,1.0,28.9086033,-81.9183795,Restaurant,3.7,360 US-441,ZAA1,Lady Lake,32159.0,Florida,2024
caf6,Auntie Anne's,1.0,27.3846512,-82.4526094,"Pretzel store, Bakery, Cafe, Restaurant",3.1,140 University Town Center Dr Unit 109,SYJL,Sarasota,34243.0,Florida,2024
caf6,Auntie Anne's,1.0,26.5354659,-80.0955653,"Pretzel store, Bakery, Cafe, Restaurant",3.7,801 N Congress Ave Space 779,URYD,Boynton Beach,33426.0,Florida,2024
caf6,Auntie Anne's,1.0,28.0574184,-82.4348255,"Restaurant, Bakery, Cafe, Pretzel store",3.2,2133 University Square Mall,RGTW,Tampa,33612.0,Florida,2024
caf6,Auntie Anne's,1.0,28.4771981,-81.4735459,"Pretzel store, Bakery, Cafe, Restaurant",3.5,1000 Universal Studios Plaza,O990,Orlando,32819.0,Florida,2024
caf6,Auntie Anne's,1.0,26.1698659,-81.7950744,"Pretzel store, Bakery, Cafe, Restaurant",3.9,1900 Tamiami Trail N,R3EM,Naples,34102.0,Florida,2024
caf6,Auntie Anne's,1.0,28.3865914,-81.4932973,"Pretzel store, Bakery, Cafe, Restaurant",4.3,8200 Vineland Ave Ste 1233,O990,Orlando,32821.0,Florida,2024
caf6,Auntie Anne's,1.0,26.7217381,-80.0876735,"Pretzel store, Bakery, Cafe, Restaurant",3.2,1801 Palm Beach Lakes Blvd,AT0H,West Palm Beach,33401.0,Florida,2024
caf6,Auntie Anne's,1.0,25.7792199,-80.1865475,"Pretzel store, Bakery, Cafe, Restaurant",4.4,401 Biscayne Blvd,LO98,Miami,33132.0,Florida,2024
caf6,Auntie Anne's,1.0,30.3783365,-86.3491206,"Pretzel store, Bakery, Cafe, Restaurant",3.6,10406 Emerald Coast Pkwy Ste 103,86UI,Miramar Beach,32550.0,Florida,2024
caf6,Auntie Anne's,1.0,26.0105296,-80.3061093,"Pretzel store, Bakery, Cafe, Restaurant",4.0,11401 Pines Blvd Store 418,L1E9,Pembroke Pines,33026.0,Florida,2024
caf6,Auntie Anne's,1.0,25.9931899,-80.2492081,"Pretzel store, Bakery, Cafe, Restaurant",3.9,1800 S University Dr,L6SC,Miramar,33025.0,Florida,2024
caf6,Auntie Anne's,1.0,30.2581544,-81.5254624,"Pretzel store, Bakery, Cafe, Restaurant",3.8,10337 Mid Town Pkwy,LMW4,Jacksonville,32246.0,Florida,2024
caf6,Auntie Anne's,1.0,26.137129,-80.113431,"Pretzel store, Bakery, Cafe, Restaurant",3.1,2414 E Sunrise Blvd Suite 2008A,TDGL,Fort Lauderdale,33304.0,Florida,2024
caf6,Auntie Anne's,1.0,27.9455491,-82.5271831,"Pretzel store, Bakery, Cafe, Restaurant",2.4,305 Westshore Plaza,RGTW,Tampa,33609.0,Florida,2024
caf6,Auntie Anne's,1.0,28.4501582,-81.4007641,"Pretzel store, Bakery, Cafe, Restaurant",4.3,8001 S Orange Blossom Trail,O990,Orlando,32809.0,Florida,2024
bcf8,Ay Jalisco,1.0,27.6363596,-80.3888726,"Mexican restaurant, Latin American restaurant, Restaurant",4.3,1902 US-1,QPYU,Vero Beach,32960.0,Florida,2024
02d0,BD'S Mongolian Grill,1.0,28.0493641,-82.7006912,Restaurant,4.3,3140 Tampa Rd,96OP,Oldsmar,34677.0,Florida,2024
8bdc,BJ's Restaurant & Brewhouse,1.0,28.0792988,-80.6497212,"Restaurant, Bar, Brewery, Sports bar",4.0,1700 W New Haven Ave,H1IA,Melbourne,32904.0,Florida,2024
8bdc,BJ's Restaurant & Brewhouse,1.0,25.7865087,-80.3682455,"Restaurant, Bar, Brewery, Sports bar",4.2,1401 NW 107th Ave,3ACL,Doral,33172.0,Florida,2024
4b40,Bacco,1.0,25.7549049,-80.2094273,"Wine bar, Caterer, Coffee shop, Event venue, Live music bar, Restaurant, Small plates restaurant, Spanish restaurant, Tapas bar, Wine store",4.7,2700 SW 3rd Ave,LO98,Miami,33129.0,Florida,2024
4a25,Baci Pizza Restaurant,1.0,29.0373496,-80.9325793,"Pizza restaurant, Restaurant, Wine bar",4.5,830 N Dixie Fwy,KBUC,New Smyrna Beach,32168.0,Florida,2024
c3ee,Bae Korean Grill,1.0,26.0509747,-80.2121181,Restaurant,4.2,5711 Seminole Way #100,4WYS,Davie,33314.0,Florida,2024
0d29,Bagel Bruno - College Park,1.0,28.5828235,-81.3900524,"Bagel shop, Restaurant",3.9,3405 Edgewater Dr,O990,Orlando,32804.0,Florida,2024
1397,Bahia Bowls Boynton Beach,1.0,26.5292825,-80.1876609,"Cafe, Fast food restaurant, Health food restaurant, Restaurant, Vegan restaurant, Vegetarian cafe and deli",4.7,9918 Lyons Rd Suite 240,URYD,Boynton Beach,33472.0,Florida,2024
45a5,Bamboo Asian Bistro,1.0,26.1815777,-80.1190205,"Takeout Restaurant, Chinese restaurant, Delivery Restaurant, Restaurant",4.2,4350 N Federal Hwy,TDGL,Fort Lauderdale,33308.0,Florida,2024
86d5,Bangkok In Downtown,0.5,27.4473161,-80.324313,"Thai restaurant, Asian restaurant, Bar, Restaurant, Southeast Asian restaurant",3.6,217 Orange Ave,P2TF,Fort Pierce,34950.0,Florida,2024
e1d2,Bantam & Biddy,1.0,30.5914437,-81.4568443,Restaurant,4.5,4802 1st Coast Hwy #470,HN6L,Fernandina Beach,32034.0,Florida,2024
16b9,Bar Asia,1.0,27.943458,-82.482785,Restaurant,3.8,122 S Howard Ave,RGTW,Tampa,33606.0,Florida,2024
e109,Bar Louie - I-Drive,1.0,28.4414885,-81.4712018,"Gastropub, American restaurant, Bar, Bar & grill, Caterer, Cocktail bar, Lounge, New American restaurant, Pub, Sports bar",4.2,8510 International Dr,O990,Orlando,32819.0,Florida,2024
3b7d,Bascom's Chop House,1.0,27.8946067,-82.6838249,"Restaurant, Banquet hall, Bar, Chophouse restaurant, Seafood restaurant",4.6,3665 Ulmerton Rd,MCCU,Clearwater,33762.0,Florida,2024
5ea7,Bayahibe Restaurant,1.0,25.9002716,-80.2440462,Restaurant,4.4,13880 NW 27th Ave,HSYZ,Opa-Locka,33054.0,Florida,2024
431b,Beach Bistro,1.0,27.5121123,-82.7222012,"New American restaurant, Restaurant",4.6,6600 Gulf Dr,QYA9,Holmes Beach,34217.0,Florida,2024
ffc6,Beach Road Fish House & Chicken Dinners,1.0,30.3071176,-81.6214273,"Chicken restaurant, Catering food and drink supplier, Event venue, Live music venue, Restaurant, Seafood restaurant",4.3,4132 Atlantic Blvd,LMW4,Jacksonville,32207.0,Florida,2024
fdd6,Bella Kouzina,1.0,27.9911104,-82.6948291,Restaurant,4.5,737 Main St #100,B8F4,Safety Harbor,34695.0,Florida,2024
2166,Bella Pizzeria,1.0,26.617493,-80.0527283,Restaurant,4.8,127 N Federal Hwy Ste B,86T4,Lake Worth,33460.0,Florida,2024
c36b,Bellini Italian Bistro,1.0,26.0841556,-80.3696194,"Italian restaurant, Bistro, Restaurant",4.4,2780 Weston Rd,YBBU,Weston,33331.0,Florida,2024
c59f,Besa Grill,1.0,28.013782,-82.709972,"Bar & grill, Brunch restaurant, Cocktail bar, Fine dining restaurant, Gluten-free restaurant, Latin American restaurant, Restaurant, Seafood restaurant, Steak house, Wine bar",4.0,2542 McMullen Booth Rd,MCCU,Clearwater,33761.0,Florida,2024
1c6b,Big Apple Pizza & Pasta,1.0,26.9337848,-80.0964563,"Pizza restaurant, Restaurant",4.3,240 W Indiantown Rd,C38Y,Jupiter,33458.0,Florida,2024
5c95,Big Cory's Country Cooking,1.0,30.424666,-84.2811442,"Restaurant, Soul food restaurant",4.7,1812 S Monroe St,ML39,Tallahassee,32301.0,Florida,2024
71f5,Big Pink,1.0,25.7708228,-80.1336549,"American restaurant, Breakfast restaurant, Brunch restaurant, Restaurant",4.3,157 Collins Ave,2ZVA,Miami Beach,33139.0,Florida,2024
81d4,Big Tasty's,1.0,27.2430455,-80.8326015,Restaurant,4.6,309 SW Park St,TM1T,Okeechobee,34972.0,Florida,2024
7be9,Bizou Brasserie,1.0,27.9498095,-82.4575518,"New American restaurant, Bar, Restaurant",4.2,601 N Florida Ave,RGTW,Tampa,33602.0,Florida,2024
2b60,Blue Dolphin Restaurant,1.0,28.33165,-82.669045,Restaurant,4.3,8825 State Rd 52,Y3QW,Hudson,34667.0,Florida,2024
e1c3,Blue Marlin Fish House Restaurant & Adventures,1.0,25.9253219,-80.1496835,Restaurant,4.2,2500 NE 163rd St,9NMQ,North Miami Beach,33160.0,Florida,2024
ba0e,Blue Wave Argentinian Cuisine,1.0,26.0173523,-80.1155308,"Argentinian restaurant, Restaurant",4.5,901 N Broadwalk,D3WC,Hollywood,33019.0,Florida,2024
02e3,BoVine Steakhouse,1.0,28.5955425,-81.3512599,"Restaurant, Steak house",4.2,319 S Park Ave,HRXR,Winter Park,32789.0,Florida,2024
1ebe,Boardwalk Eats and Sweets,1.0,27.2770758,-82.5636476,"Hamburger restaurant, American restaurant, Candy store, Cheesesteak restaurant, Dessert shop, Family restaurant, Hot dog restaurant, Restaurant, Sandwich shop",4.9,217 Avenida Madera,SYJL,Sarasota,34242.0,Florida,2024
ea30,Bojangles,1.0,30.2652621,-81.5587878,"Restaurant, American restaurant, Chicken restaurant, Family restaurant, Fast food restaurant, Takeout restaurant, Sandwich shop, Southern restaurant (US)",4.0,4463 Deerwood Lake Pkwy,LMW4,Jacksonville,32216.0,Florida,2024
ea30,Bojangles,1.0,30.2882511,-81.4602126,"Restaurant, American restaurant, Chicken restaurant, Family restaurant, Fast food restaurant, Takeout restaurant, Sandwich shop, Southern restaurant (US)",4.1,13559 Beach Blvd,LMW4,Jacksonville,32224.0,Florida,2024
bad7,Bolly Twist,1.0,27.2404497,-80.2747034,Restaurant,5.0,3000 NW Federal Hwy,FSVP,Jensen Beach,34957.0,Florida,2024
8cd1,Bon Appetit Restaurant and Bar,1.0,28.013264,-82.7932962,"American restaurant, Bar, European restaurant, French restaurant, Restaurant, Seafood restaurant, Wedding venue",4.5,148 Marina Plaza,L2T6,Dunedin,34698.0,Florida,2024
472a,Bonefish Grill,1.0,28.9279042,-82.0174338,"Seafood restaurant, American restaurant, Bar & grill, Brunch restaurant, Californian restaurant, Caterer, Gluten-free restaurant, Takeout restaurant, Restaurant, Wine bar",4.3,3580 Wedgewood Ln,UIPT,The Villages,32162.0,Florida,2024
472a,Bonefish Grill,1.0,26.2058856,-80.1074129,"Seafood restaurant, American restaurant, Bar & grill, Brunch restaurant, Californian restaurant, Caterer, Gluten-free restaurant, Takeout restaurant, Restaurant, Wine bar",4.4,6282 N Federal Hwy,TDGL,Fort Lauderdale,33308.0,Florida,2024
472a,Bonefish Grill,1.0,27.9359837,-82.5039441,"Seafood restaurant, American restaurant, Bar & grill, Brunch restaurant, Californian restaurant, Caterer, Gluten-free restaurant, Takeout restaurant, Restaurant, Wine bar",4.4,3665 Henderson Blvd,RGTW,Tampa,33609.0,Florida,2024
4214,Bonefish Mac's Sports Grille,1.0,26.2723864,-80.2046766,"Seafood restaurant, American restaurant, Bar & grill, Brunch restaurant, Restaurant, Sports bar",4.4,6174 W Sample Rd,EYG3,Coral Springs,33067.0,Florida,2024
d47d,Bonjour French Bakery Weston,1.0,26.101752,-80.365385,"Bakery, Breakfast restaurant, Cake shop, Coffee shop, Dessert restaurant, Dessert shop, Diner, Lunch restaurant, Pastry shop, Restaurant",4.1,1435 N Park Dr,YBBU,Weston,33326.0,Florida,2024
43ab,Bono's Pit Bar-B-Q,1.0,30.374941,-81.665738,"Restaurant, American restaurant, Barbecue restaurant, Caterer",4.0,5903 Norwood Ave,LMW4,Jacksonville,32208.0,Florida,2024
b4ce,Bosco's Italian To Go,1.0,28.2401313,-82.3180298,"Pizza restaurant, Italian restaurant, Meal delivery, Restaurant",4.3,30122 FL-54,CQ72,Wesley Chapel,33543.0,Florida,2024
172e,Boston Market,1.0,26.2105171,-81.7676098,"American restaurant, Caterer, Chicken restaurant, Restaurant",3.1,5088 Airport-Pulling Rd N,R3EM,Naples,34105.0,Florida,2024
172e,Boston Market,1.0,26.1563468,-80.1183333,"Restaurant, American restaurant, Catering, Chicken restaurant, Takeout Restaurant, Sandwich shop",4.0,2309 N Federal Hwy,TDGL,Fort Lauderdale,33305.0,Florida,2024
172e,Boston Market,1.0,28.512548,-81.3747065,"American restaurant, Caterer, Chicken restaurant, Restaurant",4.0,250 E Michigan St,O990,Orlando,32806.0,Florida,2024
7738,Boteco,1.0,25.8479353,-80.1777238,"Brazilian restaurant, Bar, Restaurant",4.2,916 NE 79th St,LO98,Miami,33138.0,Florida,2024
e045,Brasserie Azur,1.0,25.807239,-80.19325,"American restaurant, Bar, Brunch restaurant, Continental restaurant, Lounge",4.2,3252 NE 1st Ave,LO98,Miami,33127.0,Florida,2024
3e71,Breeze Ocean Kitchen,1.0,26.5830153,-80.0385599,Restaurant,4.6,100 S Ocean Blvd,K2NB,Manalapan,33462.0,Florida,2024
448b,Bright Ice,1.0,27.8395685,-82.7100754,"Ice cream shop, Dessert shop, Restaurant",4.9,5591 Park Blvd N,SJ01,Pinellas Park,33781.0,Florida,2024
a084,Brioche Cafe & Bakery,1.0,27.9408524,-82.5061207,"Cafe, Bakery, Restaurant",4.7,407 S Dale Mabry Hwy,RGTW,Tampa,33609.0,Florida,2024
b6a2,Brooklyn Dough With A Hole,1.0,26.1508972,-81.7954444,"Cafe, Bagel shop, Coffee shop, Restaurant",4.6,935 3rd Ave N,R3EM,Naples,34102.0,Florida,2024
4c4e,Brooklyn Water Bagel,1.0,27.6887501,-80.4096171,"Bagel shop, Bakery, Coffee shop, Coffee store, Restaurant, Sandwich shop",4.5,5240 US-1 Unit 111,QPYU,Vero Beach,32967.0,Florida,2024
4c4e,Brooklyn Water Bagel,1.0,26.1551288,-80.1183909,"Bagel shop, Bakery, Breakfast restaurant, Coffee shop, Restaurant, Sandwich shop",4.1,2151 N Federal Hwy,TDGL,Fort Lauderdale,33305.0,Florida,2024
fba7,Brother Jimmy's BBQ Brickell,1.0,25.7651498,-80.1942247,"Barbecue restaurant, Chicken restaurant, Family restaurant, Hamburger restaurant, Restaurant, Sports bar, Steak house",3.4,900 S Miami Ave,LO98,Miami,33130.0,Florida,2024
b371,Brown Bagger Food Truck,1.0,30.4540865,-87.209278,Restaurant,4.9,3808 N 12th Ave,YOYE,Pensacola,32503.0,Florida,2024
07aa,Bru’s Room Wings N Things,1.0,26.1931425,-80.272543,"American restaurant, Bar, Pub, Sports bar",4.3,9060 W Commercial Blvd,7GWZ,Sunrise,33351.0,Florida,2024
22a4,Buckingham Farms,1.0,26.6757492,-81.7457832,"Restaurant, Farm, ""Farmers market""",4.8,12931 Orange River Blvd,25ZR,Fort Myers,33905.0,Florida,2024
5fd0,BuddyFreddys,1.0,28.0251109,-82.1480298,"Southern restaurant (US), Restaurant",4.2,1101 Goldfinch Dr,7QXG,Plant City,33563.0,Florida,2024
29bc,Buen Provecho Restaurant,1.0,26.6483018,-81.9753421,Restaurant,4.2,30 Hancock Bridge Pkwy Suite #116,2ALK,Cape Coral,33991.0,Florida,2024
df43,Buffalo Wild Wings,1.0,28.805007,-81.3318192,"Chicken wings restaurant, American restaurant, Bar & grill, Takeout Restaurant, Restaurant, Sports bar",3.7,1670 Rinehart Rd,PAIF,Sanford,32771.0,Florida,2024
df43,Buffalo Wild Wings,1.0,26.613758,-81.8013839,"Chicken wings restaurant, American restaurant, Bar & grill, Takeout restaurant, Restaurant, Sports bar",3.8,9390 Dynasty Dr #101,25ZR,Fort Myers,33905.0,Florida,2024
df43,Buffalo Wild Wings,1.0,29.657977,-82.4119365,"Chicken wings restaurant, American restaurant, Bar & grill, Takeout restaurant, Restaurant, Sports bar",3.9,6401 W Newberry Rd,BX1N,Gainesville,32605.0,Florida,2024
46d0,Bull & Bush,1.0,28.5457971,-81.3512606,"Bar, Restaurant",4.6,2408 E Robinson St,O990,Orlando,32803.0,Florida,2024
1f65,Bungalow By The Sea,1.0,25.812014,-80.1228094,"Bar, Cocktail bar, Oyster bar restaurant, Seafood restaurant, Wine bar",4.3,3925 Collins Ave,2ZVA,Miami Beach,33140.0,Florida,2024
74b3,Burger Bros Pc,1.0,29.5530038,-81.2356111,Restaurant,4.0,1475 Palm Coast Pkwy NW Unit 102,GYD0,Palm Coast,32137.0,Florida,2024
0ab6,Burger Craze,1.0,26.3162679,-80.0759051,"Hamburger restaurant, American restaurant, Restaurant",3.6,2096 NE 2nd St Ste.B,W3YB,Deerfield Beach,33441.0,Florida,2024
6948,Burger King,1.0,26.837281,-80.1318206,"Fast food restaurant, American restaurant, Breakfast restaurant, Hamburger restaurant, Restaurant",3.1,7104 Fairway Dr,H6XJ,Palm Beach Gardens,33418.0,Florida,2024
6948,Burger King,1.0,26.0571829,-81.6969645,Restaurant,3.0,6650 Collier Blvd,R3EM,Naples,34114.0,Florida,2024
6948,Burger King,1.0,28.0142867,-81.9151432,"Restaurant, Fast food restaurant",3.4,3015 US-98 N,UD7Y,Lakeland,33805.0,Florida,2024
6948,Burger King,1.0,27.0197917,-80.4662128,"Restaurant, Fast food restaurant",3.6,15608 SW Warfield Blvd,ZYPU,Indiantown,34956.0,Florida,2024
6948,Burger King,1.0,29.1660968,-82.1682635,"Restaurant, Fast food restaurant",3.5,2696 SW College Rd,9YCI,Ocala,34471.0,Florida,2024
6948,Burger King,1.0,29.180757,-81.079072,"Fast food restaurant, American restaurant, Breakfast restaurant, Hamburger restaurant, Restaurant",2.5,2453 W International Speedway Blvd,CVZR,Daytona Beach,32114.0,Florida,2024
6948,Burger King,1.0,25.6855766,-80.4226604,"Restaurant, Fast food restaurant",3.7,14095 N Kendall Dr,LO98,Miami,33186.0,Florida,2024
6948,Burger King,1.0,26.0998259,-80.1370816,"Restaurant, Fast food restaurant",3.3,1701 S Federal Hwy,TDGL,Fort Lauderdale,33316.0,Florida,2024
6948,Burger King,1.0,27.8387485,-82.7275498,"Restaurant, Fast food restaurant",3.6,6590 Park Blvd N,SJ01,Pinellas Park,33781.0,Florida,2024
6948,Burger King,1.0,30.1798086,-82.6853733,"Restaurant, Fast food restaurant",3.8,3238 W US Hwy 90 West,70VM,Lake City,32055.0,Florida,2024
6948,Burger King,1.0,25.6630512,-80.4165584,"Restaurant, Fast food restaurant",3.9,11200 SW 137th Ave,LO98,Miami,33186.0,Florida,2024
6948,Burger King,1.0,27.2685466,-82.4551264,"Restaurant, Fast food restaurant",3.7,5748 Clark Rd,SYJL,Sarasota,34233.0,Florida,2024
6948,Burger King,1.0,28.2393782,-82.1842237,"Restaurant, Fast food restaurant",3.7,5610 Gall Blvd,PM56,Zephyrhills,33542.0,Florida,2024
6948,Burger King,1.0,26.5476954,-81.8024895,"Restaurant, Fast food restaurant",4.0,9211 Daniels Pkwy,25ZR,Fort Myers,33912.0,Florida,2024
6948,Burger King,1.0,26.556135,-81.9044092,"Restaurant, Fast food restaurant",3.9,9041 College Pkwy,25ZR,Fort Myers,33919.0,Florida,2024
6948,Burger King,1.0,26.6206104,-80.0886141,Restaurant,3.8,3796 S Congress Ave South,86T4,Lake Worth,33461.0,Florida,2024
b082,BurgerFi,1.0,28.3395328,-81.4091492,"Hamburger restaurant, American restaurant, Bar, Hot dog restaurant, Ice cream shop, Restaurant",4.5,765 W Osceola Pkwy,110N,Kissimmee,34741.0,Florida,2024
b082,BurgerFi,1.0,27.9364285,-82.4829012,"Hamburger restaurant, American restaurant, Bar, Hot dog restaurant, Ice cream shop, Restaurant",4.5,714 S Howard Ave,RGTW,Tampa,33606.0,Florida,2024
7fe1,Burgerim Tallahassee,1.0,30.4463293,-84.3185545,Restaurant,3.3,800 Ocala Rd #350,ML39,Tallahassee,32304.0,Florida,2024
de32,Burgers & Suds,1.0,26.210949,-80.11776,"American restaurant, Restaurant",4.5,360 SE 15th St,UNWO,Pompano Beach,33060.0,Florida,2024
9c0d,Burntwood Tavern,1.0,26.4867478,-81.7908828,"Restaurant, American restaurant",3.8,10035 Gulf Center Dr #F110,25ZR,Fort Myers,33913.0,Florida,2024
9c0d,Burntwood Tavern,1.0,26.5483398,-81.869794,"American restaurant, Restaurant",4.0,13499 Cleveland Ave. SE Suite 241,25ZR,Fort Myers,33907.0,Florida,2024
5956,Burrito Social,1.0,27.8220508,-82.8264036,"Restaurant, Mexican restaurant, Tex-Mex restaurant",4.3,17307 Gulf Blvd,RTSY,North Redington Beach,33708.0,Florida,2024
cbe5,C Level Grill,1.0,30.1856749,-85.7746974,"Restaurant, Bar",4.5,8014 Front Beach Rd,GQ3B,Panama City Beach,32407.0,Florida,2024
d20a,CHAMO'S Food Trailer,1.0,28.3700985,-81.3679756,Restaurant,5.0,13466 Landstar Blvd,O990,Orlando,32824.0,Florida,2024
b1c7,CLOSED Howie's Pizza,1.0,27.365452,-82.5518,"Pizza restaurant, Caterer, Italian restaurant, Pizza delivery, Pizza Takeout, Restaurant, Salad shop, Sandwich shop",2.9,3333 N Tamiami Trail #250b,SYJL,Sarasota,34234.0,Florida,2024
b1c7,CLOSED Howie's Pizza,1.0,29.906054,-81.318759,"Pizza restaurant, Caterer, Italian restaurant, Pizza delivery, Pizza Takeout, Restaurant, Salad shop, Sandwich shop",3.5,140 San Marco Ave,EQY1,St. Augustine,32084.0,Florida,2024
2703,CVI.CHE 105,1.0,25.9578954,-80.1414868,"Peruvian restaurant, Cocktail bar, Latin American restaurant, Restaurant, Seafood restaurant, South American restaurant, Sushi restaurant, Wine bar",4.8,19565 Biscayne Blvd #954,3FVK,Aventura,33180.0,Florida,2024
cefd,Cabanas,1.0,25.7664919,-80.2017381,"Salvadoran restaurant, Central American restaurant, Restaurant",4.3,435 SW 8th St,LO98,Miami,33130.0,Florida,2024
6737,Cactus Flower Cafe,1.0,30.4474389,-87.2087791,"Mexican restaurant, Restaurant",4.3,3425 N 12th Ave,YOYE,Pensacola,32503.0,Florida,2024
