id_nombre,nombre,direccion,id_ciudad,ciudad,codigo_postal,latitud,longitud,puntuacion_yelp,categories,puntuacion_usuarios,anio,analisis_sentimientos
0018,Mr. Dunderbak's,14929 Bruce B Downs Blvd,RGTW,Tampa,33664,28.083089,-82.411907,4.5,"Beer, Wine & Spirits, Food, Pubs, German, American (Traditional), Restaurants, Bars, Nightlife",4.4,2010,1.0
003d,Green Room,1701 E 8th Ave,RGTW,Tampa,33664,27.9939225083,-82.3714128175,3.0,"Diners, Restaurants",4.0,2010,1.0
0057,Yamato Japanese Steakhouse & Sushi Bar,"28347 Paseo Dr, Ste 150",CQ72,Wesley Chapel,33545,28.1885468235,-82.3468945497,3.0,"Steakhouses, Japanese, Sushi Bars, Restaurants",2.8,2010,1.0
005f,Casa Ludovico,1710 Alt 19,IKXB,Palm Harbor,34685,28.0837051826,-82.7670471431,4.0,"Restaurants, Nightlife, Bars, Italian, Wine Bars",4.3,2010,1.0
00b9,Mamas Kitchen,9312 N Florida Ave,RGTW,Tampa,33664,28.0345684,-82.4598534,4.5,"Breakfast & Brunch, Restaurants, American (Traditional), Greek, Diners",5.0,2010,1.0
015b,The Ravioli Company,5130 S Dale Mabry Hwy,RGTW,Tampa,33664,27.89062,-82.505933,4.5,"Restaurants, Event Planning & Services, Caterers, Specialty Food, Pasta Shops, Food, Italian",5.0,2010,1.0
0239,Sioux City Steakhouse,8515 Little Rd,3IHW,New Port Richey,34655,28.281002,-82.677738,3.0,"American (Traditional), Nightlife, Steakhouses, Caterers, Event Planning & Services, Bars, Restaurants",1.0,2010,1.0
0261,Tsunami Japanese Steakhouse,2176 Tyrone Blvd N,9EV3,San Petersburgo,33730,27.7899621,-82.7262212,3.0,"Steakhouses, Restaurants, Sushi Bars, Japanese",5.0,2010,1.0
0294,Buddy Freddys Restaurant,1101 Goldfinch Dr,7QXG,Plant City,33567,28.025117,-82.1480323,3.5,"Southern, Buffets, Restaurants",3.5,2010,1.0
02a2,Cicis,5771 E Fowler Ave,RGTW,Tampa,33664,27.9873481921,-82.3541207984,2.8,"Pizza, Restaurants, American (Traditional)",2.5,2010,1.0
02a4,Lanna Thai and Sushi Restaurant,4871 Park St N,9EV3,San Petersburgo,33730,27.8160903,-82.7534293,4.0,"Thai, Restaurants",4.0,2010,1.0
02c0,Far East Chinese Restaurant,5022 E 10th Ave,RGTW,Tampa,33664,27.9644881,-82.4008771,4.5,"Chinese, Restaurants",4.0,2010,1.0
034a,New York New York Pizza,1512 E 7th Ave,RGTW,Tampa,33664,27.960492,-82.4424982,4.0,"Sandwiches, Burgers, Pizza, Restaurants",3.4,2010,1.0
038a,Munchies,11208 E Dr Martin Luther King Jr,JIN0,Seffner,33584,27.9820616,-82.3098975,3.0,"Pizza, Restaurants, Chicken Wings",2.0,2010,0.5
03ac,Pancheros Mexican Grill,3700 Ulmerton Rd,MCCU,Clearwater,33769,27.892885,-82.684374,3.5,"Restaurants, Mexican",4.0,2010,1.0
03f4,Cyber Takee Outee,12807 W Hillsbrough Ave,RGTW,Tampa,33664,28.029787,-82.638021,3.5,"Restaurants, Chinese",1.0,2010,0.5
03ff,The Moon Under Water,332 Beach Dr NE,9EV3,San Petersburgo,33730,27.7758481,-82.6321798,3.5,"Nightlife, British, Pubs, Bars, Indian, Restaurants",3.8,2010,1.0
