id_nombre,nombre,direccion,id_ciudad,ciudad,codigo_postal,latitud,longitud,puntuacion_yelp,categories,puntuacion_usuarios,anio,analisis_sentimientos
0002,London Heights British Pub,7701 N Nebraska Ave,RGTW,Tampa,33664,28.0177637,-82.4510332,3.5,"Bars, Pubs, Sports Bars, Nightlife, Restaurants, British, Burgers, Breakfast & Brunch",3.6,2018,1.0
0013,Chulas Mexican Grill,11061 Spring Hill Dr,I0WF,Spring Hill,34610,28.4617699,-82.541448,3.5,"Mexican, Restaurants",3.3,2018,1.0
0018,Mr. Dunderbak's,14929 Bruce B Downs Blvd,RGTW,Tampa,33664,28.083089,-82.411907,4.5,"Beer, Wine & Spirits, Food, Pubs, German, American (Traditional), Restaurants, Bars, Nightlife",4.4,2018,1.0
002e,Al-Sham Palace,19651 Bruce B Downs Blvd,RGTW,Tampa,33664,28.153027,-82.352353,4.5,"Restaurants, Chicken Wings, Mediterranean, Desserts, Sandwiches, Food",4.6,2018,1.0
0038,Old Southeast Market,1700 3rd St S,9EV3,San Petersburgo,33730,27.7534309604,-82.63671197,5.0,"Local Services, Food, Restaurants, Convenience Stores, Grocery, Delis, Propane, Specialty Food, Coffee & Tea, Poke",4.7,2018,1.0
003c,Glory Days Grill,14457 N Dale Mabry Hwy,RGTW,Tampa,33664,28.049848811218894,-82.50398661228803,3.6,"American (Traditional), Nightlife, Chicken Wings, Sports Bars, Restaurants, Bars",3.7,2018,1.0
0057,Yamato Japanese Steakhouse & Sushi Bar,"28347 Paseo Dr, Ste 150",CQ72,Wesley Chapel,33545,28.1885468235,-82.3468945497,3.0,"Steakhouses, Japanese, Sushi Bars, Restaurants",2.3,2018,1.0
005f,Casa Ludovico,1710 Alt 19,IKXB,Palm Harbor,34685,28.0837051826,-82.7670471431,4.0,"Restaurants, Nightlife, Bars, Italian, Wine Bars",3.5,2018,1.0
0078,Busy Bee Snak Shop,7345 49th St,SJ01,Pinellas Park,33782,27.8386081,-82.6996523,4.0,"Restaurants, American (Traditional), Armenian, Desserts, Food, Breakfast & Brunch",3.5,2018,1.0
0084,Jin China,10041 E Adamo Dr,RGTW,Tampa,33664,27.9430052,-82.3365132,2.5,"Chinese, Restaurants",1.0,2018,0.5
00a2,The Blind Tiger Cafe - Ybor City,1901 E 7th Ave,RGTW,Tampa,33664,27.9601407,-82.4378181,4.5,"Shopping, Vegan, Vegetarian, Beer, Wine & Spirits, Sandwiches, Food, Bagels, Bakeries, Coffee & Tea, Men's Clothing, American (Traditional), Restaurants, Women's Clothing, Breakfast & Brunch, Acai Bowls, Fashion, Cafes",4.3,2018,1.0
00a3,Sazon Latino,"1915 Drew St, Ste 1",MCCU,Clearwater,33769,27.9677076,-82.7585014,5.0,"Specialty Food, Local Flavor, Latin American, Food, Restaurants, Ethnic Food",5.0,2018,1.0
00b4,Clean Eatz Tampa,"3838 W Neptune St, Ste D2",RGTW,Tampa,33664,27.9297206,-82.5076338,4.0,"Cafes, Salad, Caterers, Event Planning & Services, Juice Bars & Smoothies, Restaurants, Food, Sandwiches, American (Traditional)",4.3,2018,1.0
00b9,Mamas Kitchen,5524 S Dale Mabry Hwy,RGTW,Tampa,33664,27.94102411794872,-82.5458741448718,4.4,"Sandwiches, Restaurants, American (New), American (Traditional), Breakfast & Brunch",4.1,2018,1.0
00fc,Salty's Island Bar & Grille,437 S Gulfview Blvd,EXHF,Clearwater Beach,33767,27.969764,-82.829336,4.0,"Mexican, American (New), Seafood, Bars, Sandwiches, Restaurants, Nightlife",4.4,2018,1.0
0123,Express Cafe,349 Main St,L2T6,Dunedin,34698,28.0115122375,-82.7887154585,4.0,"Restaurants, Juice Bars & Smoothies, Food, Cafes, Coffee & Tea, Modern European, Sandwiches",4.0,2018,1.0
0124,Chopstick Express,3946 4th St N,9EV3,San Petersburgo,33730,27.8082326777,-82.638924,4.0,"Restaurants, Japanese, Chinese, Soup",4.1,2018,1.0
0147,China Gate,12919 Walsingham Rd,LIFE,Largo,33778,27.8814892334,-82.8175278552,3.5,"Chinese, Restaurants",2.8,2018,1.0
