id_nombre,nombre,direccion,id_ciudad,ciudad,codigo_postal,latitud,longitud,puntuacion_yelp,categories,puntuacion_usuarios,anio,analisis_sentimientos
0002,London Heights British Pub,7701 N Nebraska Ave,RGTW,Tampa,33664,28.0177637,-82.4510332,3.5,"Bars, Pubs, Sports Bars, Nightlife, Restaurants, British, Burgers, Breakfast & Brunch",3.1,2020,1.0
0010,Orderqd,"4304 S Dale Mabry Hwy, Ste 1",RGTW,Tampa,33664,27.9030326,-82.50544580000002,4.5,"Burgers, Chicken Wings, Restaurants, Chicken Shop, Food Delivery Services, Food, Sandwiches",4.6,2020,1.0
0013,Chulas Mexican Grill,11061 Spring Hill Dr,I0WF,Spring Hill,34610,28.4617699,-82.541448,3.5,"Mexican, Restaurants",3.0,2020,1.0
0015,Twistee Treat - Spring Hill II,1329 Commercial Way,I0WF,Spring Hill,34610,28.452841,-82.631433,3.5,"Food, Desserts, Restaurants, Ice Cream & Frozen Yogurt, Hot Dogs, Juice Bars & Smoothies",3.7,2020,1.0
0018,Mr. Dunderbak's,14929 Bruce B Downs Blvd,RGTW,Tampa,33664,28.083089,-82.411907,4.5,"Beer, Wine & Spirits, Food, Pubs, German, American (Traditional), Restaurants, Bars, Nightlife",4.6,2020,1.0
002e,Al-Sham Palace,19651 Bruce B Downs Blvd,RGTW,Tampa,33664,28.153027,-82.352353,4.5,"Restaurants, Chicken Wings, Mediterranean, Desserts, Sandwiches, Food",4.3,2020,1.0
0038,Old Southeast Market,1700 3rd St S,9EV3,San Petersburgo,33730,27.7534309604,-82.63671197,5.0,"Local Services, Food, Restaurants, Convenience Stores, Grocery, Delis, Propane, Specialty Food, Coffee & Tea, Poke",4.9,2020,1.0
003c,Glory Days Grill,16553 Pointe Village Dr,1GQ7,Lutz,33559,28.07223812649387,-82.47171977341657,3.7,"American (Traditional), Sports Bars, Nightlife, Chicken Wings, Bars, Restaurants",3.7,2020,1.0
0040,Beef 'O' Brady's,210 S Kings Ave,W2W7,Brandon,33511,27.99098173597551,-82.43123014325714,2.8,"Restaurants, Fast Food, American (Traditional), Sports Bars, Pubs, Beer, Wine & Spirits, Food, Bars, Nightlife",2.8,2020,1.0
0057,Yamato Japanese Steakhouse & Sushi Bar,"28347 Paseo Dr, Ste 150",CQ72,Wesley Chapel,33545,28.1885468235,-82.3468945497,3.0,"Steakhouses, Japanese, Sushi Bars, Restaurants",3.5,2020,1.0
005f,Casa Ludovico,1710 Alt 19,IKXB,Palm Harbor,34685,28.0837051826,-82.7670471431,4.0,"Restaurants, Nightlife, Bars, Italian, Wine Bars",3.8,2020,1.0
0063,Kurry Xpress,10069 E Adamo Dr,RGTW,Tampa,33664,27.941878835,-82.3376758397,4.0,"Vegetarian, Pakistani, Indian, Restaurants, Halal",4.9,2020,1.0
006c,Adriano's Rosie's Cafe,2745 E Bay Dr,LIFE,Largo,33778,27.9161751,-82.7585918,4.0,"American (Traditional), Restaurants, Italian, Breakfast & Brunch, Greek",4.0,2020,1.0
0078,Busy Bee Snak Shop,7345 49th St,SJ01,Pinellas Park,33782,27.8386081,-82.6996523,4.0,"Restaurants, American (Traditional), Armenian, Desserts, Food, Breakfast & Brunch",5.0,2020,1.0
0084,Jin China,10041 E Adamo Dr,RGTW,Tampa,33664,27.9430052,-82.3365132,2.5,"Chinese, Restaurants",4.0,2020,1.0
00a2,The Blind Tiger Cafe - Ybor City,1901 E 7th Ave,RGTW,Tampa,33664,27.9601407,-82.4378181,4.5,"Shopping, Vegan, Vegetarian, Beer, Wine & Spirits, Sandwiches, Food, Bagels, Bakeries, Coffee & Tea, Men's Clothing, American (Traditional), Restaurants, Women's Clothing, Breakfast & Brunch, Acai Bowls, Fashion, Cafes",4.2,2020,1.0
00b4,Clean Eatz Tampa,"3838 W Neptune St, Ste D2",RGTW,Tampa,33664,27.9297206,-82.5076338,4.0,"Cafes, Salad, Caterers, Event Planning & Services, Juice Bars & Smoothies, Restaurants, Food, Sandwiches, American (Traditional)",1.0,2020,0.5
00b9,Mamas Kitchen,9312 N Florida Ave,RGTW,Tampa,33664,27.94675916595745,-82.53716390425532,4.4,"Breakfast & Brunch, Restaurants, American (Traditional), Greek, Diners",4.7,2020,1.0
00d3,Planet Grilled Cheese - Citrus Park Mall -,"8021 Citrus Park, Ste FC7",RGTW,Tampa,33664,28.069843,-82.576537,3.5,"Fast Food, Restaurants, Sandwiches, American (Traditional)",3.3,2020,1.0
00f5,Alvarez Authentic Latin Food 2,12227 N Florida Ave,RGTW,Tampa,33664,28.0591623,-82.4590032,4.5,"Tacos, Mexican, Breakfast & Brunch, Latin American, Restaurants",4.5,2020,1.0
00fc,Salty's Island Bar & Grille,437 S Gulfview Blvd,EXHF,Clearwater Beach,33767,27.969764,-82.829336,4.0,"Mexican, American (New), Seafood, Bars, Sandwiches, Restaurants, Nightlife",4.3,2020,1.0
010a,Plant Love Ice Cream,953 Central Ave,9EV3,San Petersburgo,33730,27.7713117,-82.6479817,5.0,"Desserts, Food, Ice Cream & Frozen Yogurt, Restaurants, Vegan",4.5,2020,1.0
0124,Chopstick Express,3946 4th St N,9EV3,San Petersburgo,33730,27.8082326777,-82.63892399999999,4.0,"Restaurants, Japanese, Chinese, Soup",4.2,2020,1.0
0132,Main Course Brandon,1608 Florida Hwy 60,HGEX,Valrico,33596,27.938138638,-82.2600055312,2.5,"Restaurants, Seafood, Comfort Food, Breakfast & Brunch",1.0,2020,1.0
013a,Windy City Pizza,19651 Bruce B Downs Blvd,RGTW,Tampa,33664,28.1520687,-82.3523094,4.5,"Pizza, Nightlife, Bars, Sports Bars, Restaurants, American (Traditional)",5.0,2020,1.0
0147,China Gate,12919 Walsingham Rd,LIFE,Largo,33778,27.8814892334,-82.8175278552,3.5,"Chinese, Restaurants",4.0,2020,1.0
015b,The Ravioli Company,5130 S Dale Mabry Hwy,RGTW,Tampa,33664,27.89062,-82.505933,4.5,"Restaurants, Event Planning & Services, Caterers, Specialty Food, Pasta Shops, Food, Italian",5.0,2020,1.0
017d,High & Dry Grill,61 Causeway Blvd,L2T6,Dunedin,34698,28.0561887448,-82.8071894869,4.0,"Active Life, Restaurants, Shaved Ice, Beer Bar, Food, American (New), Nightlife, Sandwiches, Bars, Beaches, Local Flavor, Tiki Bars, American (Traditional)",3.4,2020,1.0
017e,Portillo's - Tampa,2102 E Fowler Ave,RGTW,Tampa,33664,28.055135418400003,-82.4384075403,4.0,"Hot Dogs, Salad, Burgers, American (Traditional), Restaurants",3.5,2020,1.0
01b4,Leaven Brewing,11238 Boyette Rd,TC12,Riverview,33579,27.8546081786,-82.3164156822,4.5,"Pretzels, Brewpubs, Sandwiches, Restaurants, Food, Breweries",4.8,2020,1.0
