id_nombre,nombre,direccion,id_ciudad,ciudad,codigo_postal,latitud,longitud,puntuacion_yelp,categories,puntuacion_usuarios,anio,analisis_sentimientos
0002,London Heights British Pub,7701 N Nebraska Ave,RGTW,Tampa,33664,28.0177637,-82.4510332,3.5,"Bars, Pubs, Sports Bars, Nightlife, Restaurants, British, Burgers, Breakfast & Brunch",3.3,2019,1.0
0013,Chulas Mexican Grill,11061 Spring Hill Dr,I0WF,Spring Hill,34610,28.4617699,-82.541448,3.5,"Mexican, Restaurants",3.4,2019,1.0
0015,Twistee Treat - Spring Hill II,1329 Commercial Way,I0WF,Spring Hill,34610,28.452841,-82.631433,3.5,"Food, Desserts, Restaurants, Ice Cream & Frozen Yogurt, Hot Dogs, Juice Bars & Smoothies",3.7,2019,1.0
0018,Mr. Dunderbak's,14929 Bruce B Downs Blvd,RGTW,Tampa,33664,28.083089,-82.411907,4.5,"Beer, Wine & Spirits, Food, Pubs, German, American (Traditional), Restaurants, Bars, Nightlife",4.5,2019,1.0
002e,Al-Sham Palace,19651 Bruce B Downs Blvd,RGTW,Tampa,33664,28.153027,-82.352353,4.5,"Restaurants, Chicken Wings, Mediterranean, Desserts, Sandwiches, Food",4.4,2019,1.0
0038,Old Southeast Market,1700 3rd St S,9EV3,San Petersburgo,33730,27.7534309604,-82.63671197,5.0,"Local Services, Food, Restaurants, Convenience Stores, Grocery, Delis, Propane, Specialty Food, Coffee & Tea, Poke",4.9,2019,1.0
003c,Glory Days Grill,16553 Pointe Village Dr,1GQ7,Lutz,33559,28.01974809409084,-82.53234014337609,3.6,"American (Traditional), Sports Bars, Nightlife, Chicken Wings, Bars, Restaurants",3.5,2019,1.0
0057,Yamato Japanese Steakhouse & Sushi Bar,"28347 Paseo Dr, Ste 150",CQ72,Wesley Chapel,33545,28.1885468235,-82.3468945497,3.0,"Steakhouses, Japanese, Sushi Bars, Restaurants",2.7,2019,1.0
005f,Casa Ludovico,1710 Alt 19,IKXB,Palm Harbor,34685,28.0837051826,-82.7670471431,4.0,"Restaurants, Nightlife, Bars, Italian, Wine Bars",3.6,2019,1.0
0078,Busy Bee Snak Shop,7345 49th St,SJ01,Pinellas Park,33782,27.8386081,-82.6996523,4.0,"Restaurants, American (Traditional), Armenian, Desserts, Food, Breakfast & Brunch",4.4,2019,1.0
0084,Jin China,10041 E Adamo Dr,RGTW,Tampa,33664,27.9430052,-82.3365132,2.5,"Chinese, Restaurants",4.2,2019,1.0
00a2,The Blind Tiger Cafe - Ybor City,1901 E 7th Ave,RGTW,Tampa,33664,27.9601407,-82.4378181,4.5,"Shopping, Vegan, Vegetarian, Beer, Wine & Spirits, Sandwiches, Food, Bagels, Bakeries, Coffee & Tea, Men's Clothing, American (Traditional), Restaurants, Women's Clothing, Breakfast & Brunch, Acai Bowls, Fashion, Cafes",4.3,2019,1.0
00b4,Clean Eatz Tampa,"3838 W Neptune St, Ste D2",RGTW,Tampa,33664,27.9297206,-82.5076338,4.0,"Cafes, Salad, Caterers, Event Planning & Services, Juice Bars & Smoothies, Restaurants, Food, Sandwiches, American (Traditional)",2.7,2019,0.5
00b9,Mamas Kitchen,5885 Seminole Blvd,8ZKX,Seminole,33777,27.92856380350877,-82.54316449298246,4.4,"American (Traditional), Restaurants, American (New), Breakfast & Brunch",4.2,2019,1.0
00d3,Planet Grilled Cheese - Citrus Park Mall -,"8021 Citrus Park, Ste FC7",RGTW,Tampa,33664,28.069843,-82.576537,3.5,"Fast Food, Restaurants, Sandwiches, American (Traditional)",4.0,2019,1.0
00f5,Alvarez Authentic Latin Food 2,12227 N Florida Ave,RGTW,Tampa,33664,28.059162300000004,-82.4590032,4.5,"Tacos, Mexican, Breakfast & Brunch, Latin American, Restaurants",5.0,2019,1.0
00fc,Salty's Island Bar & Grille,437 S Gulfview Blvd,EXHF,Clearwater Beach,33767,27.969764,-82.829336,4.0,"Mexican, American (New), Seafood, Bars, Sandwiches, Restaurants, Nightlife",4.2,2019,1.0
010a,Plant Love Ice Cream,953 Central Ave,9EV3,San Petersburgo,33730,27.771311699999995,-82.6479817,5.0,"Desserts, Food, Ice Cream & Frozen Yogurt, Restaurants, Vegan",5.0,2019,1.0
0123,Express Cafe,349 Main St,L2T6,Dunedin,34698,28.0115122375,-82.7887154585,4.0,"Restaurants, Juice Bars & Smoothies, Food, Cafes, Coffee & Tea, Modern European, Sandwiches",2.0,2019,0.5
0124,Chopstick Express,3946 4th St N,9EV3,San Petersburgo,33730,27.8082326777,-82.638924,4.0,"Restaurants, Japanese, Chinese, Soup",4.1,2019,1.0
0132,Main Course Brandon,1608 Florida Hwy 60,HGEX,Valrico,33596,27.938138638,-82.2600055312,2.5,"Restaurants, Seafood, Comfort Food, Breakfast & Brunch",4.0,2019,1.0
0147,China Gate,12919 Walsingham Rd,LIFE,Largo,33778,27.8814892334,-82.8175278552,3.5,"Chinese, Restaurants",4.0,2019,1.0
015b,The Ravioli Company,5130 S Dale Mabry Hwy,RGTW,Tampa,33664,27.89062,-82.505933,4.5,"Restaurants, Event Planning & Services, Caterers, Specialty Food, Pasta Shops, Food, Italian",5.0,2019,1.0
017d,High & Dry Grill,61 Causeway Blvd,L2T6,Dunedin,34698,28.056188744800004,-82.8071894869,4.0,"Active Life, Restaurants, Shaved Ice, Beer Bar, Food, American (New), Nightlife, Sandwiches, Bars, Beaches, Local Flavor, Tiki Bars, American (Traditional)",4.3,2019,1.0
017e,Portillo's - Tampa,2102 E Fowler Ave,RGTW,Tampa,33664,28.0551354184,-82.4384075403,4.0,"Hot Dogs, Salad, Burgers, American (Traditional), Restaurants",4.2,2019,1.0
01b4,Leaven Brewing,11238 Boyette Rd,TC12,Riverview,33579,27.854608178600003,-82.3164156822,4.5,"Pretzels, Brewpubs, Sandwiches, Restaurants, Food, Breweries",4.9,2019,1.0
01d6,Mandy's Restaurant,"4025 W Waters Ave, Ste 101",RGTW,Tampa,33664,28.0258138,-82.5113635522,4.5,"Sandwiches, Restaurants, Cuban, Mexican",5.0,2019,1.0
01fc,Lorna's One Stop Jerk Center Restaurant,2108 N Howard Ave,RGTW,Tampa,33664,27.9603339,-82.483016,4.0,"Restaurants, Caribbean, Chinese",4.7,2019,1.0
022d,Bazille,2223 N Westshore Blvd,RGTW,Tampa,33664,27.9638334,-82.5224436,4.5,"Cafes, Bars, American (New), Restaurants, Cocktail Bars, Nightlife, Lounges, Comfort Food",4.4,2019,1.0
0238,Floridan Lounge,905 N Florida Ave,RGTW,Tampa,33664,27.952083,-82.458418,4.5,"Mediterranean, Nightlife, Bars, Lounges, Restaurants",5.0,2019,1.0
