id_nombre,nombre,direccion,id_ciudad,ciudad,codigo_postal,latitud,longitud,puntuacion_yelp,categories,puntuacion_usuarios,anio,analisis_sentimientos
0018,Mr. Dunderbak's,14929 Bruce B Downs Blvd,RGTW,Tampa,33664,28.083089,-82.411907,4.5,"Beer, Wine & Spirits, Food, Pubs, German, American (Traditional), Restaurants, Bars, Nightlife",3.7,2009,1.0
003d,Green Room,1701 E 8th Ave,RGTW,Tampa,33664,27.9939225083,-82.3714128175,3.0,"Diners, Restaurants",4.0,2009,1.0
0040,Beef 'O' Brady's,4202 E Fowler Ave,RGTW,Tampa,33664,27.9169116859,-82.4037624166,3.0,"Sports Bars, Restaurants, Nightlife, Bars, Pubs, American (Traditional)",3.5,2009,1.0
005f,Casa Ludovico,1710 Alt 19,IKXB,Palm Harbor,34685,28.0837051826,-82.7670471431,4.0,"Restaurants, Nightlife, Bars, Italian, Wine Bars",5.0,2009,1.0
0078,Busy Bee Snak Shop,7345 49th St,SJ01,Pinellas Park,33782,27.8386081,-82.6996523,4.0,"Restaurants, American (Traditional), Armenian, Desserts, Food, Breakfast & Brunch",3.0,2009,1.0
021e,Beaune's Wine Bar,2009 N 22nd St,RGTW,Tampa,33664,27.9621337,-82.434525,4.0,"Nightlife, Bars, Wine Tasting Room, Venues & Event Spaces, Event Planning & Services, American (New), Food, Wineries, Arts & Entertainment, Restaurants, Wine Bars",4.0,2009,1.0
034a,New York New York Pizza,1512 E 7th Ave,RGTW,Tampa,33664,27.953551766666664,-82.45613853333333,3.8,"Sandwiches, Burgers, Pizza, Restaurants",3.3,2009,1.0
03f4,Elmer's Sports Cafe,2003 E 7th Ave,RGTW,Tampa,33664,27.9600519,-82.4363674,4.0,"Restaurants, Chicken Wings, Sports Bars, Nightlife, Bars, Sandwiches",4.0,2009,1.0
03ff,The Moon Under Water,332 Beach Dr NE,9EV3,San Petersburgo,33730,27.7758481,-82.6321798,3.5,"Nightlife, British, Pubs, Bars, Indian, Restaurants",3.4,2009,1.0
0449,Mid Peninsula Seafood,400 49th St S,9EV3,San Petersburgo,33730,27.7670324,-82.6995131,4.5,"Restaurants, Seafood Markets, Food, Seafood, Specialty Food, Local Flavor",4.0,2009,1.0
